SSC-HYGROTERM-LOGFILE als CSV-Liste
Spalten:
Datum-Zeit T:M:YYYY Std:Min:Sek, Raumtemperatur in °C, Relative Luftfeute in %, Luftdruck in hPa, Taupunkt 100%, Absulute Luftfeuchte in g/m³,Lipo Spannung in V
2.11.2018 7:57:48,20.38,56.0,986.49,11.33,9.90,3.64
2.11.2018 7:58:47,20.39,56.1,986.48,11.35,9.92,3.64
2.11.2018 7:59:46,20.40,56.0,986.48,11.33,9.90,3.65
2.11.2018 8:0:45,20.41,55.9,986.47,11.31,9.89,3.65
2.11.2018 8:1:44,20.42,55.9,986.45,11.32,9.89,3.65
2.11.2018 8:2:43,20.43,55.8,986.43,11.32,9.90,3.64
2.11.2018 8:3:42,20.44,55.9,986.43,11.35,9.91,3.64
2.11.2018 8:4:41,20.45,55.9,986.41,11.36,9.92,3.64
2.11.2018 8:5:41,20.45,55.8,986.42,11.32,9.90,3.64
2.11.2018 8:6:40,20.46,56.0,986.40,11.38,9.94,3.64
2.11.2018 8:7:39,20.46,55.9,986.39,11.35,9.92,3.64
2.11.2018 8:8:38,20.47,55.9,986.39,11.38,9.94,3.64
2.11.2018 8:9:37,20.47,55.7,986.38,11.33,9.90,3.65
2.11.2018 8:10:36,20.47,56.0,986.39,11.39,9.94,3.64
2.11.2018 8:11:35,20.47,55.8,986.37,11.35,9.92,3.64
2.11.2018 8:12:34,20.47,55.8,986.37,11.35,9.92,3.65
2.11.2018 8:13:33,20.48,55.8,986.36,11.37,9.93,3.64
2.11.2018 8:14:33,20.48,55.8,986.33,11.35,9.91,3.64
2.11.2018 8:15:32,20.48,55.7,986.32,11.33,9.90,3.64
2.11.2018 8:16:31,20.47,55.7,986.30,11.32,9.89,3.64
2.11.2018 8:17:30,20.47,55.7,986.31,11.32,9.89,3.64
2.11.2018 8:18:29,20.47,55.7,986.30,11.33,9.90,3.64
2.11.2018 8:19:28,20.47,55.8,986.27,11.36,9.92,3.64
2.11.2018 8:20:27,20.47,55.8,986.27,11.35,9.92,3.64
2.11.2018 8:21:26,20.46,55.8,986.24,11.33,9.90,3.65
2.11.2018 8:22:25,20.46,55.6,986.22,11.30,9.88,3.64
2.11.2018 8:23:24,20.46,55.5,986.21,11.27,9.86,3.64
2.11.2018 8:24:24,20.47,55.7,986.21,11.31,9.89,3.64
2.11.2018 8:25:23,20.47,55.8,986.21,11.35,9.91,3.64
2.11.2018 8:26:22,20.47,55.6,986.18,11.30,9.88,3.64
2.11.2018 8:27:21,20.47,55.6,986.19,11.29,9.88,3.64
2.11.2018 8:28:20,20.47,55.5,986.18,11.27,9.86,3.64
2.11.2018 8:29:19,20.47,55.5,986.18,11.27,9.86,3.64
2.11.2018 8:30:18,20.46,55.3,986.15,11.20,9.82,3.64
2.11.2018 8:31:17,20.46,55.7,986.15,11.30,9.89,3.64
2.11.2018 8:32:16,20.47,55.8,986.13,11.36,9.92,3.64
2.11.2018 8:33:15,20.47,55.8,986.12,11.34,9.91,3.64
2.11.2018 8:34:14,20.47,55.7,986.11,11.31,9.89,3.64
2.11.2018 8:35:14,20.47,55.6,986.10,11.30,9.88,3.65
2.11.2018 8:36:13,20.47,55.6,986.12,11.29,9.87,3.64
2.11.2018 8:37:12,20.47,55.6,986.14,11.29,9.87,3.64
2.11.2018 8:38:11,20.46,55.7,986.16,11.30,9.88,3.64
2.11.2018 8:39:10,20.46,55.8,986.17,11.33,9.90,3.64
2.11.2018 8:40:9,20.45,55.6,986.18,11.27,9.86,3.64
2.11.2018 8:41:8,20.45,55.8,986.18,11.33,9.90,3.64
2.11.2018 8:42:7,20.44,55.7,986.17,11.30,9.89,3.64
2.11.2018 8:43:6,20.44,56.0,986.17,11.37,9.93,3.64
2.11.2018 8:44:5,20.44,56.0,986.18,11.37,9.93,3.64
2.11.2018 8:45:4,20.43,55.8,986.17,11.32,9.90,3.65
2.11.2018 8:46:3,20.42,55.7,986.16,11.29,9.87,3.64
2.11.2018 8:47:3,20.42,55.9,986.15,11.32,9.89,3.64
2.11.2018 8:48:2,20.42,55.8,986.15,11.31,9.89,3.64
2.11.2018 8:49:1,20.42,55.9,986.15,11.32,9.90,3.64
2.11.2018 8:50:0,20.41,56.0,986.16,11.34,9.91,3.64
2.11.2018 8:50:59,20.41,55.9,986.13,11.33,9.90,3.64
2.11.2018 8:51:58,20.41,55.9,986.11,11.32,9.90,3.64
2.11.2018 8:52:57,20.40,55.8,986.09,11.29,9.88,3.64
2.11.2018 8:53:56,20.40,55.7,986.05,11.25,9.85,3.64
2.11.2018 8:54:55,20.40,55.7,986.03,11.26,9.86,3.64
2.11.2018 8:55:54,20.40,55.9,986.01,11.31,9.89,3.64
2.11.2018 8:56:53,20.41,56.0,986.00,11.35,9.92,3.64
2.11.2018 8:57:52,20.41,56.1,985.97,11.37,9.93,3.64
2.11.2018 8:58:51,20.41,56.3,985.96,11.41,9.96,3.64
2.11.2018 8:59:51,20.41,56.2,985.92,11.39,9.94,3.64
2.11.2018 9:0:50,20.40,56.2,985.92,11.38,9.94,3.64
2.11.2018 9:1:49,20.40,55.9,985.93,11.30,9.89,3.64
2.11.2018 9:2:48,20.40,55.9,985.91,11.30,9.88,3.64
2.11.2018 9:3:47,20.39,56.0,985.91,11.33,9.91,3.64
2.11.2018 9:4:46,20.38,56.0,985.91,11.31,9.89,3.64
2.11.2018 9:5:45,20.38,55.9,985.92,11.30,9.89,3.64
2.11.2018 9:6:44,20.38,56.4,985.94,11.43,9.97,3.64
2.11.2018 9:7:43,20.37,56.5,985.94,11.44,9.98,3.64
2.11.2018 9:8:42,20.37,56.3,985.95,11.40,9.95,3.64
2.11.2018 9:9:41,20.36,56.4,985.94,11.41,9.96,3.64
2.11.2018 9:10:40,20.36,56.4,985.91,11.40,9.95,3.64
2.11.2018 9:11:39,20.36,56.1,985.89,11.32,9.90,3.64
2.11.2018 9:12:39,20.36,56.1,985.90,11.31,9.89,3.64
2.11.2018 9:13:38,20.36,56.3,985.90,11.38,9.94,3.64
2.11.2018 9:14:37,20.36,56.3,985.89,11.39,9.94,3.64
2.11.2018 9:15:36,20.36,56.4,985.87,11.40,9.95,3.64
2.11.2018 9:16:35,20.35,56.3,985.85,11.36,9.92,3.64
2.11.2018 9:17:34,20.35,56.2,985.85,11.34,9.91,3.64
2.11.2018 9:18:33,20.35,56.3,985.85,11.36,9.92,3.64
2.11.2018 9:19:32,20.34,56.3,985.85,11.36,9.92,3.64
2.11.2018 9:20:31,20.34,56.3,985.82,11.35,9.92,3.64
2.11.2018 9:21:30,20.33,56.2,985.80,11.33,9.91,3.64
2.11.2018 9:22:29,20.33,56.2,985.78,11.34,9.91,3.64
2.11.2018 9:23:28,20.33,56.3,985.76,11.36,9.92,3.63
2.11.2018 9:24:27,20.33,56.4,985.75,11.37,9.93,3.64
2.11.2018 9:25:26,20.34,56.3,985.75,11.35,9.92,3.64
2.11.2018 9:26:26,20.34,56.3,985.75,11.37,9.93,3.64
2.11.2018 9:27:25,20.34,56.4,985.75,11.40,9.95,3.64
2.11.2018 9:28:24,20.35,56.5,985.75,11.43,9.97,3.64
2.11.2018 9:29:23,20.35,56.4,985.74,11.40,9.95,3.64
2.11.2018 9:30:22,20.36,56.5,985.72,11.42,9.97,3.64
2.11.2018 9:31:21,20.37,56.7,985.73,11.49,10.01,3.64
2.11.2018 9:32:20,20.38,56.5,985.73,11.46,9.99,3.64
2.11.2018 9:33:19,20.39,56.4,985.72,11.45,9.98,3.64
2.11.2018 9:34:18,20.40,56.5,985.70,11.48,10.00,3.64
2.11.2018 9:35:17,20.41,56.3,985.69,11.43,9.97,3.64
2.11.2018 9:36:16,20.42,56.5,985.68,11.50,10.01,3.64
2.11.2018 9:37:15,20.43,56.5,985.67,11.49,10.01,3.63
2.11.2018 9:38:15,20.43,56.4,985.65,11.46,9.99,3.64
2.11.2018 9:39:14,20.44,56.3,985.66,11.46,9.98,3.63
2.11.2018 9:40:13,20.44,56.4,985.65,11.47,10.00,3.64
2.11.2018 9:41:12,20.45,56.3,985.64,11.45,9.98,3.64
2.11.2018 9:42:11,20.45,56.3,985.63,11.46,9.99,3.64
2.11.2018 9:43:10,20.46,56.4,985.63,11.49,10.01,3.64
2.11.2018 9:44:9,20.46,56.3,985.61,11.47,9.99,3.64
2.11.2018 9:45:8,20.46,56.1,985.60,11.40,9.95,3.64
2.11.2018 9:46:7,20.47,56.3,985.59,11.48,10.00,3.64
2.11.2018 9:47:6,20.48,56.5,985.60,11.54,10.04,3.64
2.11.2018 9:48:5,20.49,56.2,985.58,11.47,10.00,3.64
2.11.2018 9:49:5,20.50,56.0,985.59,11.43,9.97,3.64
2.11.2018 9:50:4,20.50,56.1,985.57,11.45,9.98,3.64
2.11.2018 9:51:3,20.50,56.0,985.57,11.42,9.96,3.63
2.11.2018 9:52:2,20.50,55.9,985.57,11.40,9.95,3.64
2.11.2018 9:53:1,20.50,55.8,985.56,11.38,9.93,3.64
2.11.2018 9:54:0,20.50,55.9,985.59,11.39,9.94,3.64
2.11.2018 9:54:59,20.49,56.1,985.57,11.44,9.97,3.64
2.11.2018 9:55:58,20.49,56.1,985.57,11.45,9.98,3.64
2.11.2018 9:56:57,20.48,56.4,985.56,11.51,10.02,3.64
2.11.2018 9:57:57,20.48,56.4,985.55,11.51,10.02,3.64
2.11.2018 9:58:56,20.48,56.0,985.53,11.42,9.96,3.63
2.11.2018 9:59:55,20.47,56.1,985.55,11.43,9.97,3.63
2.11.2018 10:0:54,20.47,56.2,985.56,11.46,9.99,3.64
2.11.2018 10:1:53,20.47,56.2,985.54,11.46,9.99,3.64
2.11.2018 10:2:52,20.47,56.2,985.56,11.46,9.99,3.64
2.11.2018 10:3:51,20.47,56.3,985.55,11.48,10.00,3.64
2.11.2018 10:4:50,20.48,56.1,985.54,11.44,9.97,3.64
2.11.2018 10:5:49,20.48,56.4,985.53,11.52,10.02,3.64
2.11.2018 10:6:48,20.48,56.6,985.54,11.57,10.06,3.63
2.11.2018 10:7:47,20.47,56.4,985.52,11.52,10.02,3.63
2.11.2018 10:8:47,20.47,56.5,985.53,11.54,10.04,3.64
2.11.2018 10:9:46,20.47,56.4,985.56,11.51,10.02,3.64
2.11.2018 10:10:45,20.46,56.6,985.56,11.55,10.05,3.64
2.11.2018 10:11:44,20.46,56.6,985.56,11.55,10.05,3.64
2.11.2018 10:12:43,20.45,56.8,985.54,11.59,10.08,3.64
2.11.2018 10:13:42,20.45,56.4,985.53,11.49,10.01,3.64
2.11.2018 10:14:41,20.46,56.3,985.50,11.48,10.00,3.64
2.11.2018 10:15:41,20.46,56.7,985.50,11.58,10.07,3.64
2.11.2018 10:16:40,20.48,56.8,985.53,11.61,10.09,3.64
2.11.2018 10:17:39,20.49,56.6,985.50,11.59,10.07,3.64
2.11.2018 10:18:38,20.49,56.6,985.50,11.58,10.07,3.64
2.11.2018 10:19:37,20.50,56.9,985.51,11.68,10.13,3.64
2.11.2018 10:20:36,20.49,56.3,985.54,11.51,10.02,3.64
2.11.2018 10:21:35,20.46,55.8,985.52,11.34,9.91,3.64
2.11.2018 10:22:34,20.41,54.7,985.50,10.99,9.68,3.64
2.11.2018 10:23:33,20.36,55.1,985.46,11.06,9.73,3.63
2.11.2018 10:24:32,20.32,54.6,985.44,10.88,9.61,3.63
2.11.2018 10:25:31,20.28,53.8,985.46,10.61,9.45,3.63
2.11.2018 10:26:31,20.25,53.4,985.51,10.49,9.37,3.63
2.11.2018 10:27:30,20.22,53.3,985.51,10.43,9.34,3.64
2.11.2018 10:28:29,20.19,53.2,985.50,10.36,9.29,3.64
2.11.2018 10:29:28,20.17,53.2,985.49,10.34,9.28,3.63
2.11.2018 10:30:27,20.15,53.0,985.48,10.28,9.24,3.63
2.11.2018 10:31:26,20.13,53.1,985.46,10.28,9.25,3.63
2.11.2018 10:32:25,20.11,53.1,985.43,10.27,9.24,3.64
2.11.2018 10:33:24,20.09,53.2,985.42,10.27,9.24,3.64
2.11.2018 10:34:23,20.08,53.3,985.41,10.30,9.26,3.64
2.11.2018 10:35:22,20.08,53.3,985.42,10.31,9.26,3.64
2.11.2018 10:36:21,20.07,53.5,985.37,10.33,9.28,3.64
2.11.2018 10:37:20,20.07,53.4,985.35,10.32,9.27,3.64
2.11.2018 10:38:19,20.06,53.5,985.35,10.32,9.27,3.64
2.11.2018 10:39:18,20.06,53.4,985.35,10.29,9.26,3.63
2.11.2018 10:40:17,20.05,53.5,985.35,10.32,9.27,3.63
2.11.2018 10:41:16,20.05,53.4,985.35,10.29,9.26,3.63
2.11.2018 10:42:15,20.04,53.4,985.34,10.27,9.24,3.64
2.11.2018 10:43:15,20.04,53.3,985.29,10.25,9.23,3.63
2.11.2018 10:44:14,20.04,53.4,985.26,10.30,9.26,3.63
2.11.2018 10:45:13,20.04,53.3,985.29,10.27,9.24,3.63
2.11.2018 10:46:12,20.04,53.3,985.25,10.27,9.24,3.64
2.11.2018 10:47:11,20.04,53.2,985.24,10.24,9.22,3.64
2.11.2018 10:48:10,20.04,53.2,985.23,10.24,9.22,3.64
2.11.2018 10:49:9,20.04,53.3,985.21,10.25,9.23,3.63
2.11.2018 10:50:8,20.05,53.3,985.21,10.28,9.25,3.63
2.11.2018 10:51:7,20.05,53.3,985.14,10.27,9.24,3.63
2.11.2018 10:52:6,20.06,53.3,985.08,10.26,9.24,3.63
2.11.2018 10:53:5,20.07,53.3,985.08,10.29,9.25,3.64
2.11.2018 10:54:4,20.08,53.2,985.10,10.27,9.24,3.64
2.11.2018 10:55:3,20.09,53.2,985.14,10.28,9.25,3.63
2.11.2018 10:56:2,20.11,53.2,985.13,10.28,9.25,3.63
2.11.2018 10:57:1,20.11,53.2,985.12,10.29,9.25,3.63
2.11.2018 10:58:0,20.12,53.7,985.13,10.43,9.34,3.63
2.11.2018 10:58:59,20.13,53.2,985.08,10.31,9.26,3.64
2.11.2018 10:59:58,20.13,53.4,985.09,10.37,9.30,3.63
2.11.2018 11:0:57,20.15,53.4,985.09,10.38,9.31,3.63
2.11.2018 11:1:56,20.16,53.4,985.11,10.39,9.31,3.63
2.11.2018 11:2:55,20.16,53.2,985.09,10.33,9.27,3.63
2.11.2018 11:3:54,20.16,53.2,985.08,10.35,9.29,3.63
2.11.2018 11:4:54,20.16,53.3,985.03,10.37,9.30,3.63
2.11.2018 11:5:53,20.17,53.2,985.01,10.36,9.29,3.63
2.11.2018 11:6:52,20.17,53.3,984.98,10.37,9.30,3.63
2.11.2018 11:7:51,20.17,53.4,984.96,10.39,9.31,3.63
2.11.2018 11:8:50,20.17,53.2,984.94,10.34,9.28,3.63
2.11.2018 11:9:49,20.17,53.2,984.93,10.36,9.29,3.63
2.11.2018 11:10:48,20.18,53.3,984.94,10.37,9.30,3.64
2.11.2018 11:11:47,20.19,53.3,984.96,10.40,9.31,3.63
2.11.2018 11:12:46,20.20,53.2,984.95,10.38,9.30,3.63
2.11.2018 11:13:45,20.20,53.0,984.96,10.33,9.27,3.64
2.11.2018 11:14:44,20.19,52.9,984.97,10.29,9.25,3.63
2.11.2018 11:15:43,20.17,53.0,984.95,10.28,9.24,3.64
2.11.2018 11:16:42,20.16,52.9,984.94,10.26,9.23,3.63
2.11.2018 11:17:41,20.14,52.8,984.90,10.22,9.20,3.63
2.11.2018 11:18:40,20.13,53.0,984.89,10.25,9.23,3.63
2.11.2018 11:19:39,20.12,53.0,984.89,10.24,9.22,3.63
2.11.2018 11:20:38,20.11,52.9,984.92,10.22,9.21,3.63
2.11.2018 11:21:37,20.09,52.9,984.89,10.20,9.20,3.63
2.11.2018 11:22:36,20.07,52.8,984.91,10.16,9.17,3.63
2.11.2018 11:23:36,20.06,52.9,984.92,10.16,9.17,3.63
2.11.2018 11:24:35,20.05,53.0,984.90,10.17,9.18,3.63
2.11.2018 11:25:34,20.06,53.0,984.87,10.19,9.19,3.63
2.11.2018 11:26:33,20.06,53.0,984.82,10.20,9.20,3.63
2.11.2018 11:27:32,20.06,52.9,984.79,10.17,9.18,3.63
2.11.2018 11:28:31,20.05,52.8,984.77,10.12,9.15,3.63
2.11.2018 11:29:30,20.04,52.8,984.80,10.13,9.15,3.63
2.11.2018 11:30:29,20.03,52.8,984.79,10.10,9.14,3.63
2.11.2018 11:31:28,20.02,52.8,984.77,10.10,9.14,3.63
2.11.2018 11:32:27,20.02,52.9,984.79,10.13,9.15,3.63
2.11.2018 11:33:26,20.01,53.0,984.81,10.15,9.17,3.63
2.11.2018 11:34:25,20.01,53.3,984.82,10.23,9.21,3.63
2.11.2018 11:35:24,20.03,53.5,984.83,10.31,9.26,3.63
2.11.2018 11:36:23,20.03,53.3,984.82,10.26,9.24,3.63
2.11.2018 11:37:22,19.86,53.0,984.80,10.00,9.08,3.63
2.11.2018 11:38:22,19.69,53.3,984.80,9.94,9.05,3.63
2.11.2018 11:39:21,19.58,53.1,984.79,9.78,8.96,3.63
2.11.2018 11:40:20,19.42,53.5,984.75,9.74,8.94,3.63
2.11.2018 11:41:19,19.28,53.1,984.76,9.50,8.80,3.63
2.11.2018 11:42:18,19.22,53.1,984.71,9.44,8.77,3.63
2.11.2018 11:43:17,19.14,52.9,984.71,9.32,8.70,3.63
2.11.2018 11:44:15,19.11,52.6,984.73,9.20,8.63,3.63
2.11.2018 11:45:14,19.09,52.9,984.72,9.27,8.67,3.63
2.11.2018 11:46:13,19.08,53.2,984.71,9.33,8.71,3.63
2.11.2018 11:47:12,19.07,53.2,984.70,9.33,8.71,3.66
2.11.2018 11:48:12,19.12,53.6,984.72,9.48,8.79,3.66
2.11.2018 11:49:12,19.17,53.3,984.72,9.45,8.77,3.65
2.11.2018 11:50:11,19.23,53.4,984.71,9.53,8.82,3.63
2.11.2018 11:51:10,19.29,53.3,984.67,9.56,8.83,3.63
2.11.2018 11:52:9,19.34,53.3,984.61,9.60,8.86,3.63
2.11.2018 11:53:8,19.38,53.3,984.61,9.64,8.88,3.63
2.11.2018 11:54:7,19.41,53.3,984.62,9.68,8.90,3.63
2.11.2018 11:55:6,19.45,53.2,984.59,9.70,8.91,3.63
2.11.2018 11:56:5,19.48,53.2,984.60,9.71,8.91,3.63
2.11.2018 11:57:4,19.50,53.2,984.59,9.73,8.93,3.63
2.11.2018 11:58:3,19.52,53.1,984.56,9.73,8.93,3.63
2.11.2018 11:59:2,19.55,53.1,984.53,9.75,8.94,3.63
2.11.2018 12:0:1,19.57,53.0,984.49,9.75,8.94,3.63
2.11.2018 12:1:0,19.59,53.0,984.45,9.76,8.94,3.63
2.11.2018 12:1:59,19.61,53.0,984.45,9.77,8.95,3.63
2.11.2018 12:2:58,19.63,52.9,984.46,9.78,8.95,3.63
2.11.2018 12:3:57,19.63,53.0,984.46,9.80,8.96,3.63
2.11.2018 12:4:56,19.64,53.0,984.47,9.81,8.97,3.63
2.11.2018 12:5:55,19.66,53.1,984.48,9.85,8.99,3.63
2.11.2018 12:6:54,19.68,53.0,984.48,9.85,8.99,3.63
2.11.2018 12:7:53,19.71,53.0,984.49,9.86,9.00,3.63
2.11.2018 12:8:52,19.73,53.0,984.48,9.89,9.02,3.63
2.11.2018 12:9:51,19.75,53.0,984.50,9.92,9.03,3.63
2.11.2018 12:10:50,19.77,53.0,984.52,9.93,9.04,3.63
2.11.2018 12:11:49,19.78,53.0,984.50,9.94,9.05,3.63
2.11.2018 12:12:48,19.79,52.9,984.49,9.92,9.03,3.63
2.11.2018 12:13:48,19.79,52.8,984.45,9.89,9.02,3.63
2.11.2018 12:14:47,19.79,52.9,984.43,9.90,9.02,3.63
2.11.2018 12:15:46,19.78,53.0,984.43,9.93,9.04,3.63
2.11.2018 12:16:45,19.78,53.1,984.42,9.97,9.06,3.63
2.11.2018 12:17:44,19.81,53.2,984.46,10.03,9.10,3.63
2.11.2018 12:18:43,19.83,53.2,984.46,10.04,9.11,3.63
2.11.2018 12:19:42,19.85,53.0,984.40,10.00,9.08,3.63
2.11.2018 12:20:41,19.87,53.1,984.39,10.04,9.11,3.63
2.11.2018 12:21:40,19.87,53.1,984.39,10.05,9.11,3.63
2.11.2018 12:22:39,19.88,53.2,984.38,10.07,9.12,3.63
2.11.2018 12:23:38,19.89,52.9,984.36,10.00,9.08,3.63
2.11.2018 12:24:37,19.89,53.1,984.35,10.05,9.11,3.63
2.11.2018 12:25:36,19.90,53.2,984.31,10.10,9.14,3.63
2.11.2018 12:26:35,19.91,53.2,984.34,10.12,9.15,3.63
2.11.2018 12:27:34,19.91,53.1,984.35,10.08,9.13,3.63
2.11.2018 12:28:33,19.92,53.1,984.37,10.08,9.13,3.63
2.11.2018 12:29:32,19.93,53.1,984.39,10.09,9.13,3.63
2.11.2018 12:30:31,19.93,53.1,984.39,10.10,9.14,3.63
2.11.2018 12:31:30,19.93,53.0,984.39,10.07,9.12,3.63
2.11.2018 12:32:29,19.94,53.0,984.39,10.09,9.13,3.63
2.11.2018 12:33:28,19.94,53.0,984.40,10.08,9.12,3.63
2.11.2018 12:34:27,19.94,52.9,984.40,10.06,9.11,3.63
2.11.2018 12:35:27,19.94,52.9,984.39,10.06,9.12,3.63
2.11.2018 12:36:26,19.94,53.0,984.40,10.07,9.12,3.63
2.11.2018 12:37:25,19.94,53.0,984.43,10.07,9.12,3.63
2.11.2018 12:38:24,19.94,52.8,984.44,10.03,9.09,3.63
2.11.2018 12:39:23,19.94,53.0,984.44,10.09,9.13,3.63
2.11.2018 12:40:22,19.94,53.0,984.43,10.07,9.12,3.63
2.11.2018 12:41:21,19.94,53.1,984.44,10.11,9.14,3.63
2.11.2018 12:42:20,19.94,53.1,984.47,10.11,9.15,3.63
2.11.2018 12:43:19,19.92,53.0,984.45,10.06,9.12,3.63
2.11.2018 12:44:18,19.91,53.0,984.45,10.05,9.11,3.62
2.11.2018 12:45:17,19.90,52.9,984.46,10.02,9.09,3.62
2.11.2018 12:46:16,19.90,52.9,984.45,10.01,9.08,3.62
2.11.2018 12:47:15,19.89,52.7,984.45,9.96,9.06,3.62
2.11.2018 12:48:14,19.88,52.8,984.46,9.96,9.06,3.63
2.11.2018 12:49:13,19.87,52.7,984.47,9.94,9.05,3.63
2.11.2018 12:50:12,19.86,52.8,984.45,9.94,9.05,3.63
2.11.2018 12:51:11,19.85,52.8,984.44,9.94,9.05,3.63
2.11.2018 12:52:10,19.85,52.8,984.46,9.95,9.05,3.63
2.11.2018 12:53:9,19.84,52.9,984.47,9.95,9.05,3.63
2.11.2018 12:54:8,19.83,52.9,984.47,9.96,9.06,3.63
2.11.2018 12:55:8,19.82,52.9,984.45,9.95,9.05,3.62
2.11.2018 12:56:7,19.82,53.0,984.42,9.96,9.06,3.63
2.11.2018 12:57:6,19.82,53.0,984.43,9.96,9.06,3.63
2.11.2018 12:58:5,19.81,53.0,984.43,9.96,9.06,3.63
2.11.2018 12:59:4,19.81,53.0,984.45,9.96,9.06,3.62
2.11.2018 13:0:3,19.80,53.0,984.42,9.97,9.06,3.63
2.11.2018 13:1:2,19.79,53.1,984.40,9.97,9.06,3.63
2.11.2018 13:2:1,19.78,53.1,984.40,9.96,9.06,3.63
2.11.2018 13:3:0,19.78,53.1,984.42,9.97,9.06,3.62
2.11.2018 13:3:59,19.77,53.1,984.42,9.97,9.06,3.63
2.11.2018 13:4:58,19.76,53.2,984.44,9.96,9.06,3.63
2.11.2018 13:5:57,19.76,53.2,984.46,9.96,9.06,3.62
2.11.2018 13:6:56,19.75,53.2,984.46,9.96,9.06,3.62
2.11.2018 13:7:55,19.74,53.2,984.46,9.96,9.06,3.62
2.11.2018 13:8:54,19.74,53.2,984.47,9.96,9.06,3.62
2.11.2018 13:9:53,19.73,53.3,984.46,9.96,9.06,3.62
2.11.2018 13:10:52,19.73,53.2,984.46,9.96,9.06,3.62
2.11.2018 13:11:51,19.72,53.2,984.46,9.94,9.05,3.62
2.11.2018 13:12:50,19.72,53.3,984.44,9.95,9.05,3.63
2.11.2018 13:13:49,19.71,53.3,984.47,9.94,9.05,3.63
2.11.2018 13:14:48,19.69,53.3,984.49,9.94,9.05,3.63
2.11.2018 13:15:47,19.68,53.4,984.47,9.94,9.05,3.63
2.11.2018 13:16:46,19.68,53.4,984.45,9.96,9.06,3.62
2.11.2018 13:17:45,19.69,53.3,984.44,9.94,9.05,3.63
2.11.2018 13:18:44,19.70,53.4,984.48,9.96,9.06,3.62
2.11.2018 13:19:43,19.71,53.3,984.47,9.96,9.06,3.62
2.11.2018 13:20:42,19.72,53.4,984.46,9.98,9.07,3.62
2.11.2018 13:21:41,19.70,53.5,984.46,10.01,9.09,3.62
2.11.2018 13:22:40,19.69,53.5,984.44,10.00,9.08,3.63
2.11.2018 13:23:39,19.68,53.5,984.45,9.98,9.07,3.62
2.11.2018 13:24:38,19.68,53.5,984.40,9.97,9.07,3.62
2.11.2018 13:25:37,19.67,53.4,984.38,9.95,9.06,3.62
2.11.2018 13:26:36,19.67,53.4,984.39,9.95,9.05,3.62
2.11.2018 13:27:35,19.67,53.4,984.38,9.94,9.05,3.62
2.11.2018 13:28:34,19.67,53.4,984.39,9.95,9.06,3.62
2.11.2018 13:29:33,19.67,53.4,984.38,9.96,9.06,3.63
2.11.2018 13:30:32,19.68,53.4,984.40,9.96,9.06,3.62
2.11.2018 13:31:31,19.68,53.4,984.39,9.95,9.06,3.62
2.11.2018 13:32:30,19.69,53.4,984.41,9.95,9.06,3.62
2.11.2018 13:33:29,19.69,53.4,984.40,9.96,9.06,3.62
2.11.2018 13:34:28,19.70,53.3,984.43,9.94,9.05,3.62
2.11.2018 13:35:27,19.70,53.4,984.41,9.96,9.06,3.62
2.11.2018 13:36:26,19.70,53.4,984.40,9.96,9.06,3.62
2.11.2018 13:37:25,19.70,53.6,984.41,10.03,9.10,3.62
2.11.2018 13:38:24,19.70,53.6,984.41,10.03,9.11,3.62
2.11.2018 13:39:23,19.72,53.6,984.43,10.06,9.12,3.62
2.11.2018 13:40:22,19.74,53.6,984.43,10.07,9.13,3.62
2.11.2018 13:41:21,19.76,53.7,984.44,10.11,9.15,3.62
2.11.2018 13:42:20,19.79,53.7,984.43,10.14,9.17,3.62
2.11.2018 13:43:19,19.80,53.7,984.41,10.15,9.17,3.62
2.11.2018 13:44:18,19.82,53.7,984.43,10.17,9.19,3.62
2.11.2018 13:45:17,19.83,53.9,984.44,10.24,9.23,3.62
2.11.2018 13:46:16,19.84,54.0,984.41,10.28,9.25,3.62
2.11.2018 13:47:15,19.85,54.0,984.41,10.28,9.26,3.62
2.11.2018 13:48:14,19.86,54.1,984.43,10.32,9.28,3.62
2.11.2018 13:49:13,19.87,54.0,984.44,10.29,9.26,3.62
2.11.2018 13:50:12,19.88,53.9,984.42,10.29,9.25,3.62
2.11.2018 13:51:12,19.89,54.1,984.43,10.33,9.28,3.62
2.11.2018 13:52:11,19.89,53.9,984.43,10.27,9.25,3.62
2.11.2018 13:53:10,19.89,53.8,984.42,10.26,9.24,3.62
2.11.2018 13:54:9,19.90,53.8,984.44,10.27,9.24,3.62
2.11.2018 13:55:8,19.90,53.8,984.44,10.25,9.24,3.62
2.11.2018 13:56:7,19.90,53.7,984.43,10.23,9.22,3.62
2.11.2018 13:57:6,19.90,53.6,984.41,10.21,9.21,3.62
2.11.2018 13:58:5,19.90,53.4,984.45,10.17,9.18,3.62
2.11.2018 13:59:4,19.90,53.6,984.41,10.22,9.21,3.62
2.11.2018 14:0:3,19.90,53.9,984.42,10.29,9.26,3.62
2.11.2018 14:1:2,19.91,53.7,984.42,10.24,9.23,3.62
2.11.2018 14:2:1,19.91,53.7,984.45,10.24,9.23,3.62
2.11.2018 14:3:0,19.91,53.7,984.46,10.24,9.22,3.62
2.11.2018 14:3:59,19.91,53.7,984.45,10.24,9.22,3.62
2.11.2018 14:4:58,19.91,53.7,984.45,10.24,9.23,3.63
