SSC-HYGROTERM-LOGFILE als CSV-Liste
Spalten:
Datum-Zeit T:M:YYYY Std:Min:Sek, Raumtemperatur in °C, Relative Luftfeute in %, Luftdruck in hPa, Taupunkt 100%, Absulute Luftfeuchte in g/m³,Lipo Spannung in V
2.11.2018 20:13:52,19.97,53.6,986.60,10.29,9.25,3.60
2.11.2018 20:14:52,19.98,53.5,986.61,10.27,9.24,3.60
2.11.2018 20:15:51,19.98,53.5,986.64,10.26,9.24,3.60
2.11.2018 20:16:50,19.98,53.6,986.62,10.29,9.26,3.60
2.11.2018 20:17:49,19.99,53.6,986.62,10.30,9.26,3.60
2.11.2018 20:18:48,19.99,53.5,986.60,10.27,9.24,3.60
2.11.2018 20:19:47,19.99,53.5,986.59,10.26,9.24,3.60
2.11.2018 20:20:46,19.99,53.6,986.58,10.29,9.25,3.60
2.11.2018 20:21:45,19.99,53.6,986.57,10.28,9.25,3.60
2.11.2018 20:22:44,19.99,53.5,986.58,10.26,9.23,3.60
2.11.2018 20:23:43,19.99,53.7,986.60,10.33,9.28,3.60
2.11.2018 20:24:42,20.00,53.7,986.59,10.34,9.28,3.60
2.11.2018 20:25:41,20.00,53.8,986.61,10.37,9.30,3.60
2.11.2018 20:26:40,20.00,53.8,986.59,10.36,9.30,3.60
2.11.2018 20:27:39,20.00,53.4,986.60,10.25,9.23,3.60
2.11.2018 20:28:38,20.00,53.6,986.62,10.31,9.27,3.60
2.11.2018 20:29:37,20.01,53.7,986.63,10.35,9.29,3.60
2.11.2018 20:30:36,20.01,53.9,986.63,10.39,9.32,3.60
2.11.2018 20:31:36,20.02,54.0,986.62,10.44,9.35,3.60
2.11.2018 20:32:35,20.03,54.0,986.62,10.46,9.36,3.60
2.11.2018 20:33:34,20.04,54.0,986.62,10.45,9.35,3.60
2.11.2018 20:34:33,20.04,53.9,986.66,10.42,9.34,3.60
2.11.2018 20:35:32,20.03,53.7,986.65,10.37,9.30,3.60
2.11.2018 20:36:31,20.03,53.8,986.68,10.40,9.32,3.60
2.11.2018 20:37:30,20.03,53.8,986.66,10.40,9.32,3.60
2.11.2018 20:38:29,20.03,53.7,986.67,10.35,9.29,3.60
2.11.2018 20:39:28,20.03,53.7,986.65,10.35,9.29,3.60
2.11.2018 20:40:27,20.04,53.6,986.65,10.35,9.29,3.60
2.11.2018 20:41:26,20.04,53.7,986.66,10.38,9.31,3.60
2.11.2018 20:42:25,20.04,53.8,986.67,10.40,9.32,3.60
2.11.2018 20:43:24,20.04,53.9,986.67,10.44,9.34,3.60
2.11.2018 20:44:23,20.05,54.0,986.70,10.45,9.35,3.60
2.11.2018 20:45:22,20.06,53.9,986.72,10.45,9.35,3.60
2.11.2018 20:46:21,20.06,53.9,986.75,10.44,9.35,3.60
2.11.2018 20:47:20,20.07,53.9,986.75,10.44,9.34,3.60
2.11.2018 20:48:19,20.07,53.7,986.77,10.41,9.33,3.60
2.11.2018 20:49:19,20.07,53.6,986.74,10.37,9.30,3.60
2.11.2018 20:50:18,20.07,53.5,986.76,10.35,9.29,3.60
2.11.2018 20:51:17,20.07,53.6,986.74,10.38,9.31,3.60
2.11.2018 20:52:16,20.07,53.6,986.74,10.38,9.31,3.60
2.11.2018 20:53:15,20.07,53.6,986.74,10.37,9.30,3.60
2.11.2018 20:54:14,20.07,53.7,986.74,10.39,9.31,3.60
2.11.2018 20:55:13,20.07,53.7,986.73,10.39,9.31,3.60
2.11.2018 20:56:12,20.07,53.6,986.74,10.37,9.30,3.60
2.11.2018 20:57:11,20.07,53.6,986.71,10.37,9.30,3.60
2.11.2018 20:58:10,20.07,53.5,986.69,10.34,9.28,3.60
2.11.2018 20:59:9,20.07,53.6,986.72,10.37,9.30,3.60
2.11.2018 21:0:8,20.07,53.3,986.73,10.30,9.26,3.60
2.11.2018 21:1:7,20.06,53.1,986.70,10.23,9.21,3.60
2.11.2018 21:2:6,20.05,53.1,986.75,10.20,9.20,3.60
2.11.2018 21:3:5,20.04,53.0,986.70,10.16,9.17,3.60
2.11.2018 21:4:4,20.04,52.9,986.72,10.15,9.17,3.60
2.11.2018 21:5:3,20.03,52.9,986.74,10.14,9.16,3.60
2.11.2018 21:6:3,20.02,52.9,986.80,10.12,9.15,3.60
2.11.2018 21:7:2,20.01,52.8,986.82,10.10,9.14,3.60
2.11.2018 21:8:1,20.01,52.8,986.78,10.10,9.14,3.60
2.11.2018 21:9:0,20.00,52.8,986.78,10.09,9.13,3.60
2.11.2018 21:9:59,19.99,52.9,986.75,10.09,9.13,3.60
2.11.2018 21:10:58,19.98,52.9,986.77,10.08,9.12,3.60
2.11.2018 21:11:57,19.98,52.9,986.79,10.09,9.13,3.60
2.11.2018 21:12:56,19.97,52.9,986.78,10.08,9.13,3.60
2.11.2018 21:13:55,19.96,52.9,986.76,10.08,9.13,3.60
2.11.2018 21:14:54,19.96,52.9,986.74,10.08,9.12,3.60
2.11.2018 21:15:53,19.95,52.9,986.75,10.07,9.12,3.60
2.11.2018 21:16:52,19.94,53.0,986.78,10.07,9.12,3.60
2.11.2018 21:17:51,19.94,52.9,986.78,10.07,9.12,3.60
2.11.2018 21:18:50,19.93,52.9,986.75,10.06,9.11,3.60
2.11.2018 21:19:49,19.93,53.0,986.80,10.06,9.11,3.60
2.11.2018 21:20:48,19.93,53.0,986.78,10.06,9.12,3.60
2.11.2018 21:21:47,19.92,53.0,986.87,10.05,9.11,3.60
2.11.2018 21:22:46,19.92,53.0,986.87,10.05,9.11,3.60
2.11.2018 21:23:45,19.91,52.9,986.83,10.04,9.10,3.60
2.11.2018 21:24:44,19.91,53.0,986.79,10.04,9.10,3.60
2.11.2018 21:25:43,19.91,53.0,986.82,10.04,9.10,3.60
2.11.2018 21:26:42,19.90,52.9,986.85,10.03,9.10,3.59
2.11.2018 21:27:41,19.90,53.0,986.82,10.03,9.10,3.60
2.11.2018 21:28:40,19.90,53.0,986.88,10.03,9.10,3.59
2.11.2018 21:29:40,19.90,52.9,986.86,10.03,9.10,3.60
2.11.2018 21:30:39,19.90,53.0,986.92,10.03,9.10,3.60
2.11.2018 21:31:38,19.90,53.0,986.86,10.03,9.10,3.60
2.11.2018 21:32:37,19.89,52.9,986.81,10.02,9.09,3.60
2.11.2018 21:33:36,19.89,52.9,986.82,10.02,9.09,3.59
2.11.2018 21:34:35,19.89,53.0,986.82,10.02,9.09,3.59
2.11.2018 21:35:34,19.89,53.0,986.80,10.03,9.10,3.60
2.11.2018 21:36:33,19.89,53.0,986.78,10.02,9.09,3.60
2.11.2018 21:37:32,19.89,52.9,986.76,10.02,9.09,3.60
2.11.2018 21:38:31,19.89,53.0,986.78,10.02,9.09,3.60
2.11.2018 21:39:30,19.89,53.0,986.81,10.03,9.09,3.60
2.11.2018 21:40:29,19.89,53.0,986.82,10.03,9.10,3.60
2.11.2018 21:41:28,19.89,53.0,986.82,10.03,9.10,3.59
2.11.2018 21:42:27,19.89,53.0,986.81,10.03,9.10,3.59
2.11.2018 21:43:26,19.89,53.0,986.80,10.03,9.10,3.59
2.11.2018 21:44:25,19.89,53.0,986.78,10.04,9.10,3.60
2.11.2018 21:45:24,19.89,53.0,986.75,10.04,9.10,3.59
2.11.2018 21:46:23,19.89,53.1,986.75,10.07,9.12,3.59
2.11.2018 21:47:22,19.89,53.5,986.76,10.18,9.19,3.60
2.11.2018 21:48:21,19.89,53.7,986.74,10.23,9.22,3.60
2.11.2018 21:49:20,19.90,53.9,986.77,10.28,9.25,3.60
2.11.2018 21:50:19,19.91,54.5,986.83,10.47,9.37,3.59
2.11.2018 21:51:18,19.94,54.3,986.87,10.45,9.36,3.59
2.11.2018 21:52:17,19.95,54.4,986.88,10.49,9.38,3.60
2.11.2018 21:53:16,19.94,54.3,986.90,10.45,9.36,3.59
2.11.2018 21:54:15,19.93,54.3,986.91,10.42,9.34,3.60
2.11.2018 21:55:15,19.92,54.1,986.94,10.38,9.31,3.60
2.11.2018 21:56:14,19.91,54.1,986.94,10.35,9.29,3.60
2.11.2018 21:57:13,19.90,54.1,986.92,10.35,9.29,3.60
2.11.2018 21:58:12,19.88,54.1,986.93,10.33,9.28,3.60
2.11.2018 21:59:11,19.87,54.1,986.93,10.33,9.29,3.60
2.11.2018 22:0:10,19.87,54.1,986.92,10.34,9.29,3.60
2.11.2018 22:1:9,19.86,54.2,986.93,10.35,9.30,3.60
2.11.2018 22:2:8,19.85,54.2,986.91,10.32,9.28,3.60
2.11.2018 22:3:7,19.85,54.2,986.92,10.34,9.29,3.60
2.11.2018 22:4:6,19.84,54.2,986.91,10.32,9.28,3.59
2.11.2018 22:5:5,19.83,54.2,986.89,10.32,9.28,3.60
2.11.2018 22:6:4,19.82,54.3,986.88,10.32,9.28,3.60
2.11.2018 22:7:3,19.81,54.3,986.91,10.32,9.28,3.60
2.11.2018 22:8:2,19.80,54.3,986.88,10.31,9.27,3.60
2.11.2018 22:9:1,19.79,54.3,986.89,10.31,9.27,3.60
2.11.2018 22:10:0,19.78,54.4,986.86,10.31,9.27,3.60
2.11.2018 22:10:59,19.77,54.4,986.88,10.30,9.27,3.60
2.11.2018 22:11:58,19.77,54.4,986.88,10.32,9.28,3.60
2.11.2018 22:12:57,19.76,54.4,986.85,10.32,9.28,3.59
2.11.2018 22:13:56,19.75,54.4,986.84,10.29,9.26,3.59
2.11.2018 22:14:56,19.75,54.4,986.81,10.30,9.27,3.59
2.11.2018 22:15:55,19.74,54.4,986.78,10.28,9.25,3.60
2.11.2018 22:16:54,19.73,54.4,986.81,10.29,9.26,3.59
2.11.2018 22:17:53,19.73,54.5,986.79,10.30,9.27,3.59
2.11.2018 22:18:52,19.72,54.5,986.78,10.28,9.26,3.59
2.11.2018 22:19:51,19.71,54.5,986.77,10.27,9.25,3.60
2.11.2018 22:20:50,19.71,54.5,986.80,10.28,9.26,3.59
2.11.2018 22:21:49,19.70,54.5,986.82,10.27,9.25,3.59
2.11.2018 22:22:48,19.69,54.5,986.84,10.27,9.25,3.59
2.11.2018 22:23:47,19.69,54.5,986.83,10.27,9.25,3.59
2.11.2018 22:24:46,19.68,54.5,986.85,10.26,9.25,3.59
2.11.2018 22:25:45,19.67,54.5,986.84,10.26,9.24,3.59
2.11.2018 22:26:44,19.67,54.5,986.84,10.25,9.24,3.59
2.11.2018 22:27:43,19.67,54.5,986.81,10.24,9.24,3.60
2.11.2018 22:28:42,19.66,54.5,986.79,10.25,9.24,3.59
2.11.2018 22:29:41,19.66,54.5,986.80,10.25,9.24,3.59
2.11.2018 22:30:40,19.65,54.6,986.80,10.25,9.24,3.59
2.11.2018 22:31:39,19.64,54.5,986.77,10.22,9.22,3.60
2.11.2018 22:32:38,19.64,54.5,986.78,10.23,9.23,3.60
2.11.2018 22:33:37,19.64,54.5,986.77,10.23,9.23,3.59
2.11.2018 22:34:36,19.63,54.5,986.78,10.21,9.22,3.59
2.11.2018 22:35:35,19.63,54.5,986.76,10.21,9.22,3.59
2.11.2018 22:36:34,19.63,54.5,986.75,10.21,9.22,3.59
2.11.2018 22:37:33,19.63,54.5,986.73,10.21,9.21,3.59
2.11.2018 22:38:32,19.62,54.5,986.73,10.21,9.22,3.60
2.11.2018 22:39:31,19.62,54.6,986.71,10.22,9.22,3.60
2.11.2018 22:40:30,19.62,54.5,986.73,10.21,9.22,3.59
2.11.2018 22:41:29,19.62,54.5,986.73,10.21,9.22,3.59
2.11.2018 22:42:28,19.61,54.5,986.70,10.20,9.21,3.59
2.11.2018 22:43:27,19.62,54.5,986.73,10.21,9.22,3.59
2.11.2018 22:44:26,19.62,54.5,986.71,10.19,9.20,3.59
2.11.2018 22:45:25,19.62,54.4,986.70,10.19,9.20,3.59
2.11.2018 22:46:24,19.62,54.5,986.70,10.20,9.21,3.59
2.11.2018 22:47:23,19.62,54.5,986.68,10.21,9.21,3.60
2.11.2018 22:48:22,19.62,54.5,986.69,10.19,9.20,3.59
2.11.2018 22:49:21,19.62,54.5,986.66,10.20,9.21,3.59
2.11.2018 22:50:20,19.63,54.5,986.67,10.21,9.22,3.60
2.11.2018 22:51:19,19.63,54.5,986.67,10.20,9.21,3.60
2.11.2018 22:52:18,19.63,54.5,986.62,10.21,9.21,3.59
2.11.2018 22:53:17,19.63,54.4,986.60,10.19,9.21,3.59
2.11.2018 22:54:16,19.64,54.4,986.62,10.20,9.21,3.59
2.11.2018 22:55:15,19.64,54.5,986.62,10.21,9.21,3.59
2.11.2018 22:56:14,19.65,54.4,986.61,10.21,9.22,3.59
2.11.2018 22:57:13,19.65,54.4,986.63,10.20,9.21,3.59
2.11.2018 22:58:12,19.66,54.4,986.64,10.22,9.22,3.59
2.11.2018 22:59:11,19.66,54.5,986.63,10.24,9.23,3.59
2.11.2018 23:0:10,19.65,54.5,986.62,10.24,9.23,3.59
2.11.2018 23:1:9,19.66,54.5,986.60,10.23,9.23,3.59
2.11.2018 23:2:8,19.66,54.4,986.57,10.22,9.22,3.59
2.11.2018 23:3:7,19.67,54.4,986.61,10.21,9.22,3.59
2.11.2018 23:4:6,19.66,54.5,986.65,10.24,9.23,3.59
2.11.2018 23:5:5,19.67,54.5,986.67,10.25,9.24,3.59
2.11.2018 23:6:4,19.70,54.6,986.68,10.29,9.27,3.59
2.11.2018 23:7:3,19.73,54.4,986.66,10.28,9.25,3.59
2.11.2018 23:8:2,19.76,54.3,986.64,10.29,9.26,3.59
2.11.2018 23:9:1,19.79,54.3,986.60,10.31,9.27,3.59
2.11.2018 23:10:0,19.82,54.4,986.58,10.35,9.30,3.59
2.11.2018 23:10:59,19.84,54.4,986.59,10.37,9.31,3.59
2.11.2018 23:11:58,19.86,54.4,986.60,10.41,9.33,3.59
2.11.2018 23:12:57,19.88,54.4,986.62,10.41,9.33,3.59
2.11.2018 23:13:56,19.90,54.5,986.59,10.46,9.37,3.59
2.11.2018 23:14:55,19.91,54.4,986.57,10.45,9.36,3.59
2.11.2018 23:15:55,19.92,54.5,986.55,10.49,9.38,3.59
2.11.2018 23:16:54,19.93,54.6,986.56,10.50,9.39,3.59
2.11.2018 23:17:53,19.94,54.5,986.53,10.51,9.39,3.59
2.11.2018 23:18:52,19.95,54.6,986.55,10.52,9.40,3.59
2.11.2018 23:19:51,19.95,54.7,986.54,10.55,9.42,3.59
2.11.2018 23:20:50,19.96,54.7,986.54,10.56,9.42,3.59
2.11.2018 23:21:49,19.97,54.7,986.55,10.57,9.43,3.59
2.11.2018 23:22:48,19.97,54.7,986.54,10.59,9.44,3.59
2.11.2018 23:23:47,19.98,54.7,986.55,10.59,9.44,3.59
2.11.2018 23:24:46,19.98,54.7,986.54,10.58,9.43,3.59
2.11.2018 23:25:45,19.99,54.7,986.53,10.61,9.45,3.59
2.11.2018 23:26:44,19.99,54.8,986.51,10.63,9.47,3.59
2.11.2018 23:27:43,20.00,54.7,986.50,10.62,9.46,3.59
2.11.2018 23:28:42,20.00,54.7,986.51,10.62,9.46,3.59
2.11.2018 23:29:41,20.00,54.8,986.51,10.63,9.47,3.59
2.11.2018 23:30:40,20.01,54.8,986.52,10.65,9.48,3.59
2.11.2018 23:31:39,20.01,54.8,986.50,10.65,9.48,3.59
2.11.2018 23:32:39,20.02,54.9,986.49,10.69,9.50,3.59
2.11.2018 23:33:38,20.08,60.0,986.50,12.09,10.42,3.64
2.11.2018 23:34:37,20.19,55.1,986.46,10.89,9.62,4.04
2.11.2018 23:35:37,20.23,55.5,986.46,11.03,9.72,3.60
2.11.2018 23:36:38,20.22,54.7,986.47,10.82,9.58,4.08
2.11.2018 23:37:38,20.21,54.7,986.50,10.81,9.57,4.07
2.11.2018 23:38:37,20.20,54.7,986.50,10.80,9.57,4.08
2.11.2018 23:39:36,20.18,54.7,986.51,10.77,9.55,4.08
2.11.2018 23:40:36,20.17,54.7,986.49,10.76,9.55,4.08
2.11.2018 23:41:35,20.17,54.7,986.47,10.76,9.54,4.08
2.11.2018 23:42:34,20.17,54.6,986.48,10.74,9.53,4.08
2.11.2018 23:43:33,20.17,54.6,986.47,10.75,9.54,4.08
2.11.2018 23:44:33,20.17,54.7,986.50,10.77,9.55,4.09
2.11.2018 23:45:32,20.17,54.7,986.50,10.75,9.54,4.09
2.11.2018 23:46:31,20.17,54.7,986.47,10.76,9.54,4.09
2.11.2018 23:47:30,20.18,54.7,986.48,10.78,9.55,4.09
2.11.2018 23:48:30,20.18,54.7,986.47,10.77,9.55,4.10
2.11.2018 23:49:29,20.19,54.7,986.47,10.78,9.56,4.10
2.11.2018 23:50:28,20.19,54.6,986.47,10.77,9.55,4.10
2.11.2018 23:51:27,20.19,54.7,986.46,10.79,9.56,4.10
2.11.2018 23:52:27,20.19,54.7,986.50,10.78,9.56,4.10
2.11.2018 23:53:26,20.19,54.7,986.49,10.78,9.56,4.09
2.11.2018 23:54:25,20.19,54.7,986.50,10.79,9.56,4.09
2.11.2018 23:55:25,20.20,54.7,986.53,10.80,9.57,4.09
2.11.2018 23:56:24,20.20,54.7,986.51,10.80,9.57,4.09
2.11.2018 23:57:23,20.20,54.7,986.52,10.80,9.57,4.09
2.11.2018 23:58:22,20.20,54.7,986.55,10.79,9.56,4.09
2.11.2018 23:59:22,20.20,54.7,986.58,10.80,9.57,4.09
3.11.2018 0:0:21,20.20,54.7,986.61,10.79,9.56,4.09
3.11.2018 0:1:20,20.20,54.7,986.64,10.80,9.57,4.09
3.11.2018 0:2:20,20.21,54.7,986.64,10.80,9.57,4.09
3.11.2018 0:3:19,20.21,54.7,986.68,10.79,9.56,4.10
3.11.2018 0:4:18,20.21,54.7,986.65,10.79,9.56,4.10
3.11.2018 0:5:17,20.21,54.7,986.62,10.80,9.57,4.10
3.11.2018 0:6:17,20.21,54.7,986.60,10.81,9.58,4.10
3.11.2018 0:7:16,20.21,54.7,986.59,10.81,9.57,4.10
3.11.2018 0:8:15,20.20,54.8,986.57,10.82,9.58,4.09
3.11.2018 0:9:15,20.20,54.7,986.55,10.80,9.57,4.09
3.11.2018 0:10:14,20.21,54.7,986.54,10.81,9.57,4.10
3.11.2018 0:11:13,20.21,54.8,986.54,10.82,9.58,4.10
3.11.2018 0:12:13,20.21,54.8,986.53,10.83,9.59,4.10
3.11.2018 0:13:12,20.21,54.8,986.54,10.84,9.59,4.10
3.11.2018 0:14:11,20.21,54.9,986.57,10.85,9.60,4.10
3.11.2018 0:15:11,20.22,54.9,986.57,10.85,9.60,4.10
3.11.2018 0:16:10,20.21,54.9,986.56,10.85,9.60,4.10
3.11.2018 0:17:9,20.22,54.9,986.53,10.86,9.60,4.10
3.11.2018 0:18:8,20.22,54.9,986.51,10.87,9.61,4.10
3.11.2018 0:19:8,20.22,54.9,986.52,10.86,9.61,4.11
3.11.2018 0:20:7,20.22,54.9,986.51,10.87,9.61,4.11
3.11.2018 0:21:6,20.22,54.9,986.53,10.86,9.61,4.11
3.11.2018 0:22:5,20.22,55.0,986.50,10.88,9.62,4.11
3.11.2018 0:23:5,20.22,54.9,986.51,10.88,9.62,4.11
3.11.2018 0:24:4,20.22,55.0,986.50,10.89,9.62,4.11
3.11.2018 0:25:3,20.22,55.0,986.51,10.89,9.63,4.11
3.11.2018 0:26:3,20.23,55.0,986.51,10.89,9.63,4.10
3.11.2018 0:27:2,20.23,55.0,986.51,10.90,9.63,4.11
3.11.2018 0:28:1,20.23,55.0,986.52,10.90,9.63,4.11
3.11.2018 0:29:0,20.24,55.0,986.52,10.92,9.64,4.11
3.11.2018 0:30:0,20.24,55.0,986.51,10.92,9.64,4.11
3.11.2018 0:30:59,20.25,55.1,986.50,10.95,9.66,4.11
3.11.2018 0:31:58,20.25,55.1,986.49,10.95,9.66,4.11
3.11.2018 0:32:57,20.26,55.1,986.51,10.95,9.66,4.11
3.11.2018 0:33:57,20.27,55.0,986.53,10.95,9.66,4.11
3.11.2018 0:34:56,20.27,55.2,986.54,10.99,9.69,4.11
3.11.2018 0:35:55,20.28,55.1,986.53,10.98,9.68,4.11
3.11.2018 0:36:55,20.29,55.1,986.52,11.00,9.69,4.11
3.11.2018 0:37:54,20.29,55.1,986.51,11.00,9.69,4.11
3.11.2018 0:38:53,20.30,55.2,986.50,11.03,9.71,4.11
3.11.2018 0:39:52,20.31,55.2,986.53,11.02,9.71,4.11
3.11.2018 0:40:52,20.32,55.2,986.53,11.03,9.71,4.11
3.11.2018 0:41:51,20.33,55.2,986.51,11.04,9.72,4.11
3.11.2018 0:42:50,20.33,55.1,986.48,11.03,9.71,4.11
3.11.2018 0:43:50,20.34,55.2,986.47,11.05,9.72,4.11
3.11.2018 0:44:49,20.35,55.2,986.44,11.07,9.74,4.11
3.11.2018 0:45:48,20.36,55.2,986.43,11.07,9.74,4.11
3.11.2018 0:46:47,20.37,55.1,986.43,11.08,9.74,4.11
3.11.2018 0:47:47,20.38,55.1,986.42,11.08,9.74,4.11
3.11.2018 0:48:46,20.39,55.1,986.44,11.08,9.74,4.11
3.11.2018 0:49:45,20.40,55.1,986.45,11.09,9.75,4.11
3.11.2018 0:50:44,20.41,55.1,986.44,11.09,9.75,4.11
3.11.2018 0:51:44,20.42,55.1,986.41,11.12,9.77,4.11
3.11.2018 0:52:43,20.43,55.1,986.40,11.13,9.77,4.11
3.11.2018 0:53:42,20.44,55.1,986.40,11.12,9.77,4.11
3.11.2018 0:54:42,20.44,55.1,986.41,11.12,9.76,4.11
3.11.2018 0:55:41,20.45,55.0,986.42,11.12,9.76,4.11
3.11.2018 0:56:40,20.45,55.1,986.42,11.13,9.77,4.12
3.11.2018 0:57:39,20.46,55.1,986.41,11.14,9.78,4.11
3.11.2018 0:58:39,20.46,55.1,986.39,11.14,9.78,4.11
3.11.2018 0:59:38,20.47,55.0,986.35,11.13,9.77,4.11
3.11.2018 1:0:37,20.47,55.0,986.31,11.13,9.77,4.11
3.11.2018 1:1:37,20.47,55.1,986.29,11.14,9.78,4.12
3.11.2018 1:2:36,20.47,55.0,986.28,11.14,9.78,4.12
3.11.2018 1:3:35,20.48,55.1,986.28,11.16,9.79,4.11
3.11.2018 1:4:34,20.48,55.0,986.27,11.14,9.78,4.11
3.11.2018 1:5:34,20.48,55.0,986.27,11.14,9.77,4.12
3.11.2018 1:6:33,20.48,55.1,986.28,11.16,9.79,4.12
3.11.2018 1:7:32,20.48,55.1,986.29,11.16,9.79,4.11
3.11.2018 1:8:32,20.48,55.1,986.31,11.15,9.78,4.11
3.11.2018 1:9:31,20.48,55.1,986.34,11.15,9.78,4.12
3.11.2018 1:10:30,20.48,54.9,986.37,11.12,9.77,4.12
3.11.2018 1:11:29,20.47,55.0,986.38,11.12,9.76,4.11
3.11.2018 1:12:29,20.46,55.0,986.36,11.11,9.76,4.13
3.11.2018 1:13:28,20.45,55.1,986.33,11.12,9.77,4.13
3.11.2018 1:14:27,20.44,55.1,986.34,11.12,9.77,4.13
3.11.2018 1:15:27,20.44,55.0,986.35,11.11,9.76,4.13
3.11.2018 1:16:26,20.42,55.0,986.34,11.09,9.74,4.12
3.11.2018 1:17:25,20.41,54.9,986.32,11.05,9.72,4.13
3.11.2018 1:18:25,20.40,54.9,986.33,11.04,9.72,4.13
3.11.2018 1:19:24,20.39,54.8,986.31,11.01,9.70,4.13
3.11.2018 1:20:23,20.37,55.1,986.32,11.06,9.73,4.13
3.11.2018 1:21:22,20.36,55.0,986.33,11.01,9.70,4.13
3.11.2018 1:22:22,20.36,54.9,986.31,11.01,9.70,4.13
3.11.2018 1:23:21,20.36,54.9,986.33,11.00,9.69,4.13
3.11.2018 1:24:20,20.36,54.8,986.32,10.98,9.68,4.13
3.11.2018 1:25:20,20.37,55.0,986.29,11.02,9.70,4.12
3.11.2018 1:26:19,20.35,55.0,986.29,11.02,9.71,4.13
3.11.2018 1:27:18,20.34,55.0,986.31,10.99,9.69,4.13
3.11.2018 1:28:17,20.34,54.9,986.33,10.99,9.69,4.14
3.11.2018 1:29:17,20.33,54.9,986.32,10.98,9.68,4.14
3.11.2018 1:30:16,20.32,54.9,986.28,10.96,9.66,4.13
3.11.2018 1:31:15,20.31,54.8,986.28,10.93,9.65,4.14
3.11.2018 1:32:14,20.30,54.7,986.23,10.88,9.62,4.13
3.11.2018 1:33:14,20.29,54.6,986.20,10.86,9.60,4.14
3.11.2018 1:34:13,20.28,54.6,986.16,10.85,9.60,4.14
3.11.2018 1:35:12,20.28,54.6,986.14,10.84,9.59,4.14
3.11.2018 1:36:12,20.27,54.5,986.13,10.81,9.57,4.15
3.11.2018 1:37:11,20.26,54.5,986.11,10.81,9.57,4.14
3.11.2018 1:38:10,20.25,54.5,986.08,10.79,9.56,4.14
3.11.2018 1:39:9,20.25,54.5,986.09,10.79,9.56,4.14
3.11.2018 1:40:9,20.25,54.5,986.08,10.79,9.56,4.15
3.11.2018 1:41:8,20.24,54.5,986.06,10.76,9.54,4.16
3.11.2018 1:42:7,20.23,54.4,986.07,10.75,9.53,4.16
3.11.2018 1:43:6,20.23,54.4,986.09,10.75,9.53,4.15
3.11.2018 1:44:6,20.22,54.4,986.08,10.74,9.53,4.16
3.11.2018 1:45:5,20.21,54.0,986.09,10.62,9.45,4.15
3.11.2018 1:46:4,20.19,54.4,986.06,10.69,9.50,4.15
3.11.2018 1:47:3,20.18,54.3,986.03,10.68,9.49,4.16
3.11.2018 1:48:3,20.18,54.3,986.02,10.66,9.48,4.16
3.11.2018 1:49:2,20.18,54.3,986.02,10.68,9.49,4.16
3.11.2018 1:50:1,20.19,54.4,986.00,10.70,9.51,4.15
3.11.2018 1:51:0,20.20,54.5,985.98,10.74,9.53,4.16
3.11.2018 1:52:0,20.21,54.6,985.97,10.78,9.56,4.16
3.11.2018 1:52:59,20.21,54.6,985.95,10.79,9.56,4.15
3.11.2018 1:53:58,20.22,54.7,985.93,10.82,9.58,4.15
3.11.2018 1:54:57,20.22,54.8,985.93,10.83,9.59,4.15
3.11.2018 1:55:57,20.23,54.8,985.91,10.86,9.60,4.16
3.11.2018 1:56:56,20.24,54.9,985.92,10.88,9.62,4.16
3.11.2018 1:57:55,20.25,54.9,985.90,10.90,9.63,4.16
3.11.2018 1:58:54,20.27,55.0,985.89,10.95,9.66,4.16
3.11.2018 1:59:54,20.28,55.1,985.88,10.97,9.67,4.16
3.11.2018 2:0:53,20.30,55.1,985.89,11.01,9.70,4.16
3.11.2018 2:1:52,20.31,55.1,985.91,11.00,9.69,4.16
3.11.2018 2:2:51,20.32,55.1,985.92,11.00,9.69,4.17
3.11.2018 2:3:51,20.34,55.1,985.95,11.03,9.71,4.16
3.11.2018 2:4:50,20.36,56.0,985.97,11.30,9.88,4.16
3.11.2018 2:5:53,20.41,55.1,986.01,11.11,9.76,4.17
3.11.2018 2:6:53,20.42,55.1,986.02,11.10,9.75,4.17
3.11.2018 2:7:52,20.45,55.1,986.02,11.13,9.77,4.17
3.11.2018 2:8:52,20.44,54.9,986.00,11.07,9.73,4.17
3.11.2018 2:9:51,20.40,55.3,985.98,11.16,9.79,4.17
3.11.2018 2:10:50,20.40,55.6,985.98,11.22,9.83,4.17
3.11.2018 2:11:50,20.39,55.7,986.00,11.24,9.85,4.17
3.11.2018 2:12:49,20.40,55.5,986.01,11.20,9.82,4.16
3.11.2018 2:13:48,20.41,55.5,986.02,11.22,9.83,4.17
3.11.2018 2:14:48,20.41,55.7,986.02,11.26,9.85,4.17
3.11.2018 2:15:47,20.42,55.8,986.04,11.31,9.89,4.17
3.11.2018 2:16:46,20.43,55.7,986.07,11.29,9.88,4.17
3.11.2018 2:17:45,20.44,55.8,986.07,11.32,9.90,4.17
3.11.2018 2:18:45,20.45,55.8,986.07,11.32,9.89,4.17
3.11.2018 2:19:44,20.45,55.9,986.09,11.36,9.92,4.17
3.11.2018 2:20:43,20.46,56.0,986.10,11.39,9.94,4.17
3.11.2018 2:21:43,20.46,55.8,986.11,11.32,9.90,4.17
